date,home_team,away_team,home_win_rate,away_win_rate,home_goals_avg,away_goals_avg,home_conceded_avg,away_conceded_avg,home_win_rate_vs_top,away_win_rate_vs_top,h2h_home_wins,matches_played_diff,home_rank,away_rank,rank_diff,label
2012-10-25,Saint Vincent and the Grenadines,Curaçao,0.1,0.3,0.6,2.5,2.1,2.1,0.33,0.33,0.5,4,100,100,0,1
2012-12-12,French Guiana,Martinique,0.6,0.4,2.9,1.8,1.5,1.2,0.33,0.33,0.5,-58,100,100,0,0
2013-03-16,Alderney,Jersey,0.0,0.6,0.1,1.7,5.0,0.8,0.33,0.33,0.1111111111111111,-45,100,100,0,0
2013-04-21,Saint Vincent and the Grenadines,Saint Lucia,0.2,0.2,1.0,1.7,2.0,3.2,0.33,0.33,0.625,-11,100,100,0,0
2013-05-18,Guernsey,Jersey,0.8,0.6,3.3,2.4,1.0,0.9,0.33,0.33,0.4615384615384615,-4,100,100,0,1
2013-06-24,Provence,Tibet,0.3,0.0,3.2,0.0,2.7,7.833333333333333,0.33,0.33,0.5,9,100,100,0,1
2013-06-28,Provence,Kurdistan,0.3,0.75,5.3,2.75,2.3,0.5,0.33,0.33,0.5,13,100,100,0,0
2013-06-28,Western Sahara,Tibet,0.3333333333333333,0.0,1.8333333333333333,0.0,3.6666666666666665,9.857142857142858,0.33,0.33,0.5,-1,100,100,0,0
2013-07-06,Raetia,Alderney,0.25,0.0,0.25,0.3,3.25,5.4,0.33,0.33,0.5,-25,100,100,0,1
2013-07-06,Tamil Eelam,Occitania,0.4,0.7,1.8,3.4,2.8,0.8,0.33,0.33,1.0,-11,100,100,0,0
2013-07-07,Raetia,Tamil Eelam,0.4,0.3333333333333333,0.8,1.5,3.0,3.1666666666666665,0.33,0.33,1.0,-1,100,100,0,0
2013-07-14,Frøya,Falkland Islands,0.3,0.1,2.4,0.8,3.4,3.5,0.33,0.33,0.0,5,100,100,0,0
2013-07-15,Greenland,Frøya,0.2,0.3,1.2,2.4,2.6,3.3,0.33,0.33,0.5,22,100,100,0,1
2013-07-17,Falkland Islands,Greenland,0.2,0.3,0.9,2.4,4.0,2.5,0.33,0.33,1.0,-27,100,100,0,0
2013-07-18,Falkland Islands,Frøya,0.2,0.2,0.8,0.8,4.7,5.0,0.33,0.33,0.0,-5,100,100,0,1
2014-03-15,Alderney,Guernsey,0.0,0.8,0.7,3.4,4.7,1.1,0.33,0.33,0.0833333333333333,-40,100,100,0,0
2014-05-11,Jersey,Guernsey,0.5,0.8,2.2,3.3,1.1,1.1,0.33,0.33,0.4814814814814814,3,100,100,0,0
2014-06-01,Darfur,Padania,0.0,1.0,0.3333333333333333,2.1,12.666666666666666,0.3,0.33,0.33,0.5,-10,100,100,0,0
2014-06-01,Iraqi Kurdistan,Arameans Suryoye,0.8,0.4,2.6,1.4,0.9,1.2,0.33,0.33,0.0,12,100,100,0,0
2014-06-01,United States Virgin Islands,Bonaire,0.2,0.25,0.6,1.75,5.2,3.75,0.33,0.33,0.5,18,100,100,0,0
2014-06-02,Tamil Eelam,Arameans Suryoye,0.4285714285714285,0.5,2.0,1.5,2.7142857142857144,1.1666666666666667,0.33,0.33,0.5,1,100,100,0,0
2014-06-03,Sápmi,Occitania,0.3,0.7,2.2,3.8,2.2,0.7,0.33,0.33,0.0,-4,100,100,0,0
2014-06-03,Tamil Eelam,Iraqi Kurdistan,0.375,0.7,1.75,2.1,2.625,1.1,0.33,0.33,0.5,-10,100,100,0,0
2014-06-05,Sápmi,Tamil Eelam,0.3,0.3333333333333333,2.0,1.5555555555555556,2.1,3.333333333333333,0.33,0.33,0.5,6,100,100,0,1
2014-06-06,Arameans Suryoye,Ellan Vannin,0.5,0.6666666666666666,1.375,2.6666666666666665,0.875,1.6666666666666667,0.33,0.33,0.5,5,100,100,0,0
2014-06-06,County of Nice,South Ossetia,0.6666666666666666,0.3333333333333333,1.6666666666666667,6.666666666666667,1.6666666666666667,1.0,0.33,0.33,0.5,0,100,100,0,1
2014-06-07,Abkhazia,Occitania,0.25,0.6,1.5,3.3,1.25,0.7,0.33,0.33,0.0,-17,100,100,0,0
2014-06-07,Sápmi,Artsakh,0.4,0.3333333333333333,2.4,4.666666666666667,2.2,1.3333333333333333,0.33,0.33,0.5,13,100,100,0,0
2014-06-07,Tamil Eelam,Darfur,0.3,0.0,1.6,0.1666666666666666,3.4,14.833333333333334,0.33,0.33,0.5,4,100,100,0,1
2014-06-08,South Ossetia,Arameans Suryoye,0.25,0.4444444444444444,5.0,1.3333333333333333,1.5,1.2222222222222223,0.33,0.33,0.5,-5,100,100,0,0
2014-10-10,French Guiana,Saint Kitts and Nevis,0.5,0.3,2.3,1.4,1.0,1.4,0.33,0.33,0.0,-45,100,100,0,0
2014-10-10,Saint Vincent and the Grenadines,Curaçao,0.3,0.3,1.3,1.9,1.5,2.0,0.33,0.33,1.0,0,100,100,0,1
2014-10-12,Guadeloupe,Curaçao,0.4,0.2,2.8,1.0,1.5,1.9,0.33,0.33,0.5,21,100,100,0,0
2014-11-15,French Guiana,Curaçao,0.4,0.3,1.9,1.3,1.1,1.4,0.33,0.33,0.5,-14,100,100,0,1
2015-02-01,Curaçao,Bonaire,0.2,0.4,1.1,1.5,1.5,3.3,0.33,0.33,0.0,57,100,100,0,1
2015-03-12,Taiwan,Brunei,0.2,0.2,1.1,1.2,3.1,3.0,0.33,0.33,0.5,11,100,100,0,0
2015-03-17,Brunei,Taiwan,0.3,0.1,1.2,0.9,2.5,3.2,0.33,0.33,0.0,-11,100,100,0,0
2015-03-28,Alderney,Jersey,0.0,0.5,0.7,2.3,4.8,1.4,0.33,0.33,0.1,-44,100,100,0,0
2015-05-14,Saint Lucia,Saint Vincent and the Grenadines,0.5,0.4,1.5,1.3,1.6,1.4,0.33,0.33,0.5555555555555556,15,100,100,0,0
2015-05-16,Guernsey,Jersey,0.9,0.6,3.6,2.7,1.1,1.3,0.33,0.33,0.4642857142857143,-4,100,100,0,0
2015-06-13,Cape Verde,São Tomé and Príncipe,0.4,0.2,1.0,0.6,1.0,2.4,0.33,0.33,0.5,57,100,100,0,1
2015-06-19,Felvidék,County of Nice,0.6666666666666666,0.6666666666666666,2.0,1.8333333333333333,1.6666666666666667,1.1666666666666667,0.33,0.33,0.5,-3,100,100,0,0
2015-06-19,Padania,Ellan Vannin,0.7,0.75,3.7,3.25,1.0,1.125,0.33,0.33,0.5,11,100,100,0,1
2015-06-20,County of Nice,Ellan Vannin,0.7142857142857143,0.6666666666666666,2.142857142857143,2.888888888888889,1.1428571428571428,1.1111111111111112,0.33,0.33,0.5,-2,100,100,0,1
2015-06-20,Padania,Felvidék,0.7,0.5,3.6,1.75,0.9,2.25,0.33,0.33,0.5,16,100,100,0,1
2015-06-21,County of Nice,Padania,0.75,0.7,2.25,4.0,1.125,0.9,0.33,0.33,0.0,-13,100,100,0,0
2015-06-28,Falkland Islands,Hitra,0.3,0.125,1.4,0.75,4.5,6.0,0.33,0.33,0.5,13,100,100,0,1
2015-06-28,Jersey,Alderney,0.6,0.0,2.8,0.7,1.5,4.4,0.33,0.33,0.0909090909090909,44,100,100,0,1
2015-06-28,Saare County,Åland Islands,0.1,0.5,1.1,2.1,2.8,1.9,0.33,0.33,0.5,-3,100,100,0,0
2015-06-28,Western Isles,Isle of Man,0.4,0.5,1.4,2.5,1.8,2.0,0.33,0.33,1.0,-19,100,100,0,0
2015-06-28,Ynys Môn,Guernsey,0.4,0.8,1.7,3.3,2.6,1.4,0.33,0.33,0.4,-35,100,100,0,0
2015-06-29,Guernsey,Gotland,0.8,0.3,3.3,2.1,1.4,2.3,0.33,0.33,0.0,52,100,100,0,1
2015-06-29,Hitra,Shetland,0.1111111111111111,0.4,0.7777777777777778,1.6,5.555555555555555,1.1,0.33,0.33,1.0,-22,100,100,0,0
2015-06-29,Isle of Man,Alderney,0.6,0.0,3.4,0.7,1.6,4.6,0.33,0.33,0.5,1,100,100,0,1
2015-06-29,Isle of Wight,Falkland Islands,0.6,0.4,2.2,1.5,1.4,3.9,0.33,0.33,0.5,15,100,100,0,1
2015-06-29,Jersey,Western Isles,0.6,0.3,3.2,1.1,1.5,2.6,0.33,0.33,0.5,62,100,100,0,1
2015-06-29,Menorca,Saare County,0.5,0.1,3.0,1.2,1.4,2.8,0.33,0.33,1.0,-16,100,100,0,1
2015-06-29,Åland Islands,Greenland,0.5,0.3,2.0,3.0,1.9,1.7,0.33,0.33,0.6666666666666666,-18,100,100,0,0
2015-06-30,Alderney,Western Isles,0.0,0.3,0.7,1.1,4.8,2.8,0.33,0.33,0.5,18,100,100,0,0
2015-06-30,Falkland Islands,Shetland,0.4,0.4,1.4,1.6,3.9,1.2,0.33,0.33,1.0,-9,100,100,0,0
2015-06-30,Gotland,Ynys Môn,0.3,0.4,2.1,1.9,2.5,2.4,0.33,0.33,0.0,-17,100,100,0,0
2015-06-30,Greenland,Saare County,0.4,0.1,3.0,1.0,1.3,2.8,0.33,0.33,1.0,21,100,100,0,1
2015-06-30,Isle of Wight,Hitra,0.7,0.1,2.5,0.8,1.2,5.4,0.33,0.33,0.0,28,100,100,0,1
2015-06-30,Jersey,Isle of Man,0.6,0.6,3.3,3.9,1.4,1.5,0.33,0.33,1.0,43,100,100,0,0
2015-06-30,Åland Islands,Menorca,0.4,0.5,1.6,2.7,1.9,1.3,0.33,0.33,0.0,19,100,100,0,0
2015-07-02,Falkland Islands,Western Isles,0.4,0.3,1.4,1.3,3.9,3.0,0.33,0.33,1.0,5,100,100,0,0
2015-07-02,Gotland,Saare County,0.3,0.1,2.2,1.0,2.6,2.6,0.33,0.33,1.0,-5,100,100,0,0
2015-07-02,Hitra,Alderney,0.1,0.0,0.9,0.9,4.9,4.8,0.33,0.33,0.5,-26,100,100,0,1
2015-07-02,Isle of Wight,Greenland,0.7,0.5,2.3,3.1,1.2,1.2,0.33,0.33,0.25,-12,100,100,0,0
2015-07-02,Jersey,Ynys Môn,0.6,0.4,3.4,1.9,1.5,2.6,0.33,0.33,0.3333333333333333,39,100,100,0,1
2015-07-02,Menorca,Guernsey,0.5,0.8,2.6,3.5,1.3,1.1,0.33,0.33,0.5,-63,100,100,0,0
2015-07-02,Shetland,Isle of Man,0.4,0.6,1.8,3.6,1.1,1.6,0.33,0.33,0.25,-5,100,100,0,0
2015-07-03,Guernsey,Isle of Man,0.9,0.6,3.5,3.5,0.8,1.5,0.33,0.33,0.5,39,100,100,0,1
2015-07-03,Menorca,Shetland,0.5,0.4,2.5,1.9,1.3,1.4,0.33,0.33,0.0,-19,100,100,0,1
2015-08-08,Réunion,Mayotte,0.7,0.5,2.3,1.2,0.7,0.9,0.33,0.33,0.5,11,100,100,0,1
2016-03-13,Tamil Eelam,Romani people,0.4,0.3333333333333333,2.6,2.333333333333333,3.3,2.6666666666666665,0.33,0.33,0.5,8,100,100,0,1
2016-03-26,Sint Maarten,United States Virgin Islands,0.5,0.1,1.6,0.4,1.6,4.7,0.33,0.33,0.5,-14,100,100,0,0
2016-04-02,Alderney,Guernsey,0.0,0.9,1.0,3.1,4.6,0.8,0.33,0.33,0.0769230769230769,-41,100,100,0,0
2016-05-14,Jersey,Guernsey,0.6,0.9,3.0,3.0,1.4,0.8,0.33,0.33,0.4482758620689655,2,100,100,0,1
2016-05-29,Iraqi Kurdistan,Székely Land,0.5,0.0,2.5,1.6666666666666667,0.9,3.333333333333333,0.33,0.33,0.5,19,100,100,0,1
2016-05-29,Padania,Northern Cyprus,0.7,0.7,4.2,4.7,1.0,0.6,0.33,0.33,0.5,9,100,100,0,0
2016-05-30,Raetia,Padania,0.4285714285714285,0.6,1.4285714285714286,4.2,2.857142857142857,1.2,0.33,0.33,0.5,-16,100,100,0,0
2016-05-31,Northern Cyprus,Raetia,0.8,0.375,4.9,1.25,0.7,3.25,0.33,0.33,0.5,6,100,100,0,1
2016-06-01,Abkhazia,Sápmi,0.4285714285714285,0.3,2.2857142857142856,2.3,0.8571428571428571,2.3,0.33,0.33,0.0,-12,100,100,0,1
2016-06-01,Martinique,Guadeloupe,0.4,0.4,1.3,2.8,1.1,1.4,0.33,0.33,0.5555555555555556,22,100,100,0,1
2016-06-02,Székely Land,Raetia,0.0,0.3333333333333333,1.0,1.1111111111111112,2.8,3.6666666666666665,0.33,0.33,0.5,-4,100,100,0,1
2016-06-03,Somaliland,Székely Land,0.3333333333333333,0.1666666666666666,1.0,2.0,4.0,2.333333333333333,0.33,0.33,0.5,-3,100,100,0,1
2016-06-03,United Koreans in Japan,Sápmi,0.3333333333333333,0.3,0.6666666666666666,2.2,1.3333333333333333,2.3,0.33,0.33,0.5,-17,100,100,0,0
2016-06-04,Abkhazia,Northern Cyprus,0.5,0.7,2.25,4.7,0.75,0.7,0.33,0.33,0.5,-8,100,100,0,1
2016-06-04,Padania,Panjab,0.5,0.75,2.7,2.5,1.3,2.5,0.33,0.33,0.5,21,100,100,0,1
2016-06-04,Sápmi,Western Armenia,0.3,0.25,1.7,3.5,2.2,1.0,0.33,0.33,0.5,17,100,100,0,1
2016-06-04,São Tomé and Príncipe,Cape Verde,0.3,0.3,0.8,1.2,2.7,0.8,0.33,0.33,1.0,-57,100,100,0,0
2016-06-05,Padania,Northern Cyprus,0.6,0.6,2.7,3.7,1.1,0.9,0.33,0.33,0.0,9,100,100,0,0
2016-06-07,Curaçao,United States Virgin Islands,0.4,0.2,1.6,0.6,1.1,3.6,0.33,0.33,0.5,47,100,100,0,1
2016-06-07,Saint Vincent and the Grenadines,Saint Kitts and Nevis,0.3,0.6,1.5,2.3,2.8,1.4,0.33,0.33,0.25,-30,100,100,0,0
2016-08-28,Chagos Islands,Tamil Eelam,0.2,0.6,1.6,3.5,5.8,2.4,0.33,0.33,0.5,-8,100,100,0,0
2016-10-08,French Guiana,Saint Kitts and Nevis,0.5,0.7,2.0,2.2,1.4,1.1,0.33,0.33,0.0,-44,100,100,0,1
2017-03-25,Alderney,Jersey,0.0,0.7,0.8,3.1,3.8,1.2,0.33,0.33,0.1666666666666666,-44,100,100,0,0
2017-05-13,Guernsey,Jersey,0.8,0.7,2.8,2.4,0.8,1.1,0.33,0.33,0.4666666666666667,-3,100,100,0,1
2017-06-05,Abkhazia,South Ossetia,0.5,0.2,2.1,4.2,0.7,2.0,0.33,0.33,0.0,5,100,100,0,1
2017-06-05,Felvidék,Székely Land,0.375,0.125,1.375,1.625,2.125,3.0,0.33,0.33,0.0,0,100,100,0,1
2017-06-05,Padania,Ellan Vannin,0.6,0.5,2.4,2.5,1.0,1.2,0.33,0.33,1.0,16,100,100,0,1
2017-06-06,Ellan Vannin,Felvidék,0.4,0.4444444444444444,2.1,1.3333333333333333,1.1,1.8888888888888888,0.33,0.33,0.5,3,100,100,0,1
2017-06-06,Northern Cyprus,South Ossetia,0.6,0.1666666666666666,3.2,3.6666666666666665,0.8,2.0,0.33,0.33,0.5,13,100,100,0,1
2017-06-07,Ellan Vannin,Székely Land,0.5,0.1,2.1,1.4,1.0,2.6,0.33,0.33,0.5,3,100,100,0,0
2017-06-07,Padania,Felvidék,0.6,0.4,2.2,1.2,0.8,1.8,0.33,0.33,1.0,19,100,100,0,1
2017-06-07,South Ossetia,Kárpátalja,0.1428571428571428,0.0,3.142857142857143,1.0,2.857142857142857,1.3333333333333333,0.33,0.33,0.5,4,100,100,0,0
2017-06-09,Northern Cyprus,Székely Land,0.6,0.2,2.4,1.6,0.6,2.5,0.33,0.33,0.5,10,100,100,0,1
2017-06-09,South Ossetia,Felvidék,0.125,0.3,2.875,1.0,3.0,1.9,0.33,0.33,0.5,-3,100,100,0,0
2017-06-10,Székely Land,Abkhazia,0.2,0.5,1.6,1.9,2.4,0.5,0.33,0.33,0.5,-2,100,100,0,1
2017-06-22,Martinique,Curaçao,0.6,0.5,1.6,2.2,1.0,0.9,0.33,0.33,0.0,30,100,100,0,0
2017-06-25,Alderney,Jersey,0.0,0.7,0.7,2.4,3.7,1.1,0.33,0.33,0.1538461538461538,-45,100,100,0,0
2017-06-25,Gotland,Frøya,0.2,0.1,2.2,0.5,2.9,5.4,0.33,0.33,0.0,0,100,100,0,1
2017-06-25,Isle of Man,Hitra,0.6,0.2,3.4,1.4,1.6,4.6,0.33,0.33,0.0,28,100,100,0,1
2017-06-25,Martinique,French Guiana,0.5,0.6,1.6,2.2,1.2,1.2,0.33,0.33,0.4,50,100,100,0,0
2017-06-25,Menorca,Orkney,0.5,0.2,2.0,1.2,1.3,4.0,0.33,0.33,0.5,3,100,100,0,1
2017-06-25,Saare County,Shetland,0.2,0.4,1.3,1.9,2.7,1.4,0.33,0.33,0.3333333333333333,-4,100,100,0,0
2017-06-25,Western Isles,Greenland,0.3,0.6,1.3,3.1,3.0,1.0,0.33,0.33,0.5,-32,100,100,0,0
2017-06-25,Ynys Môn,Falkland Islands,0.4,0.4,1.9,1.5,2.5,3.5,0.33,0.33,0.5,18,100,100,0,1
2017-06-26,Falkland Islands,Isle of Man,0.4,0.7,1.4,3.9,3.2,1.1,0.33,0.33,0.5,-15,100,100,0,0
2017-06-26,Gotland,Western Isles,0.3,0.3,2.7,1.3,2.6,2.8,0.33,0.33,0.6666666666666666,6,100,100,0,1
2017-06-26,Hitra,Ynys Môn,0.2,0.4,1.3,1.9,4.7,2.4,0.33,0.33,1.0,-31,100,100,0,0
2017-06-26,Orkney,Alderney,0.2,0.0,1.1,0.5,3.7,3.8,0.33,0.33,1.0,-27,100,100,0,1
2017-06-26,Shetland,Guernsey,0.4,0.7,2.2,2.3,1.8,0.9,0.33,0.33,1.0,-47,100,100,0,0
2017-06-27,Frøya,Western Isles,0.1,0.2,0.7,0.6,5.7,3.5,0.33,0.33,0.5,6,100,100,0,0
2017-06-27,Gotland,Greenland,0.3,0.6,3.1,3.4,2.4,1.0,0.33,0.33,1.0,-26,100,100,0,0
2017-06-27,Hitra,Falkland Islands,0.2,0.3,1.3,1.3,5.0,3.7,0.33,0.33,1.0,-13,100,100,0,1
2017-06-27,Isle of Man,Ynys Môn,0.7,0.5,4.0,2.4,1.1,2.1,0.33,0.33,0.3333333333333333,-3,100,100,0,1
2017-06-27,Menorca,Alderney,0.5,0.0,1.9,0.5,1.4,3.7,0.33,0.33,0.5,-24,100,100,0,1
2017-06-27,Orkney,Jersey,0.3,0.7,1.4,2.4,2.7,1.0,0.33,0.33,1.0,-72,100,100,0,0
2017-06-27,Åland Islands,Shetland,0.2,0.4,1.2,2.0,1.8,1.9,0.33,0.33,1.0,-1,100,100,0,1
2017-06-28,Saint Lucia,Saint Vincent and the Grenadines,0.4,0.1,1.3,1.3,1.7,4.1,0.33,0.33,0.5,7,100,100,0,1
2017-06-29,Falkland Islands,Alderney,0.2,0.0,1.2,0.5,3.8,3.8,0.33,0.33,0.0,-15,100,100,0,0
2017-06-29,Gotland,Jersey,0.3,0.7,2.9,2.4,2.1,0.8,0.33,0.33,0.5,-59,100,100,0,0
2017-06-29,Guernsey,Isle of Man,0.7,0.7,2.0,3.8,0.5,1.1,0.33,0.33,0.6,42,100,100,0,0
2017-06-29,Orkney,Shetland,0.2,0.4,1.1,2.0,2.9,1.9,0.33,0.33,0.0,-22,100,100,0,1
2017-06-29,Saare County,Frøya,0.2,0.1,1.5,0.9,2.2,5.8,0.33,0.33,0.0,5,100,100,0,1
2017-06-29,Ynys Môn,Åland Islands,0.5,0.3,2.4,1.1,2.1,1.6,0.33,0.33,0.0,9,100,100,0,0
2017-06-30,Greenland,Isle of Man,0.6,0.8,2.4,4.1,0.8,1.2,0.33,0.33,1.0,12,100,100,0,0
2017-06-30,Menorca,Guernsey,0.5,0.6,2.3,2.0,1.1,0.9,0.33,0.33,0.0,-66,100,100,0,0
2018-03-24,Alderney,Guernsey,0.1,0.6,0.7,1.7,3.6,0.9,0.33,0.33,0.0714285714285714,-43,100,100,0,0
2018-05-12,Jersey,Guernsey,0.7,0.6,2.1,1.7,1.0,0.8,0.33,0.33,0.4838709677419355,1,100,100,0,1
2018-05-31,Abkhazia,Tibet,0.5,0.125,2.0,1.5,0.7,8.875,0.33,0.33,0.5,7,100,100,0,1
2018-05-31,Székely Land,Tuvalu,0.3,0.3,1.7,1.3,2.1,4.8,0.33,0.33,0.5,-5,100,100,0,1
2018-06-02,Abkhazia,Kárpátalja,0.5,0.1666666666666666,1.4,1.8333333333333333,0.7,1.5,0.33,0.33,0.0,10,100,100,0,0
2018-06-02,Ellan Vannin,Tamil Eelam,0.4,0.5,1.8,3.1,1.6,2.6,0.33,0.33,0.5,1,100,100,0,1
2018-06-02,Northern Cyprus,Tibet,0.5,0.1111111111111111,2.3,1.3333333333333333,0.6,8.222222222222221,0.33,0.33,1.0,15,100,100,0,1
2018-06-02,Padania,Tuvalu,0.5,0.2,2.0,0.9,0.7,5.2,0.33,0.33,0.5,14,100,100,0,1
