date,home_team,away_team,home_win_rate,away_win_rate,home_goals_avg,away_goals_avg,home_conceded_avg,away_conceded_avg,home_win_rate_vs_top,away_win_rate_vs_top,h2h_home_wins,matches_played_diff,home_rank,away_rank,rank_diff,label
2018-06-02,Panjab,Western Armenia,0.5714285714285714,0.1666666666666666,2.7142857142857144,2.333333333333333,1.7142857142857142,1.1666666666666667,0.33,0.33,0.0,1,100,100,0,0
2018-06-03,Barawa,Ellan Vannin,0.25,0.4,1.75,1.7,2.5,1.5,0.33,0.33,0.5,-13,100,100,0,1
2018-06-03,Kárpátalja,Tibet,0.2857142857142857,0.1,1.8571428571428568,1.3,1.2857142857142858,7.7,0.33,0.33,0.5,-3,100,100,0,1
2018-06-03,Padania,Székely Land,0.5,0.5,2.2,2.6,0.7,1.7,0.33,0.33,0.0,19,100,100,0,1
2018-06-05,Abkhazia,Tamil Eelam,0.3,0.4,1.3,2.6,1.1,2.9,0.33,0.33,0.5,1,100,100,0,1
2018-06-05,Barawa,Northern Cyprus,0.4,0.5,1.8,2.0,2.0,0.8,0.33,0.33,0.5,-21,100,100,0,0
2018-06-05,Kárpátalja,Cascadia,0.375,0.6666666666666666,2.25,3.0,1.25,1.6666666666666667,0.33,0.33,0.5,5,100,100,0,1
2018-06-05,Padania,Panjab,0.6,0.4444444444444444,2.3,2.2222222222222223,0.6,1.5555555555555556,0.33,0.33,1.0,26,100,100,0,1
2018-06-05,United Koreans in Japan,Tuvalu,0.125,0.2,0.625,0.9,1.0,5.0,0.33,0.33,0.5,-13,100,100,0,1
2018-06-05,Western Armenia,Székely Land,0.375,0.4,2.375,2.0,0.875,2.0,0.33,0.33,0.5,-8,100,100,0,0
2018-06-07,Abkhazia,United Koreans in Japan,0.3,0.2222222222222222,1.7,1.1111111111111112,1.1,0.8888888888888888,0.33,0.33,0.5,10,100,100,0,1
2018-06-07,Barawa,Panjab,0.3333333333333333,0.4,1.5,2.0,3.0,1.6,0.33,0.33,0.5,-4,100,100,0,0
2018-06-07,Cascadia,Western Armenia,0.5,0.3333333333333333,2.5,2.111111111111111,2.0,1.2222222222222223,0.33,0.33,0.5,-5,100,100,0,1
2018-06-07,Kárpátalja,Székely Land,0.4444444444444444,0.5,2.333333333333333,2.4,1.2222222222222223,1.3,0.33,0.33,0.5,-8,100,100,0,1
2018-06-07,Northern Cyprus,Padania,0.6,0.6,2.8,2.4,0.6,0.6,0.33,0.33,0.0,-9,100,100,0,1
2018-06-07,Tamil Eelam,Tuvalu,0.4,0.2,2.6,0.8,3.3,4.9,0.33,0.33,0.5,-4,100,100,0,1
2018-06-07,Tibet,Kabylia,0.1,0.0,1.4,0.0,7.5,3.0,0.33,0.33,0.5,7,100,100,0,0
2018-06-09,Barawa,Western Armenia,0.2857142857142857,0.3,1.2857142857142858,1.9,3.2857142857142856,1.5,0.33,0.33,0.5,-3,100,100,0,0
2018-06-09,Kabylia,Abkhazia,0.2,0.4,1.6,1.8,2.6,1.0,0.33,0.33,0.5,-15,100,100,0,0
2018-06-09,Matabeleland,Tamil Eelam,0.25,0.5,1.0,3.0,3.0,2.7,0.33,0.33,0.5,-15,100,100,0,1
2018-09-11,Saint Martin,Guadeloupe,0.0,0.3,0.4,1.3,4.2,1.5,0.33,0.33,1.0,-68,100,100,0,0
2018-10-11,French Guiana,Saint Vincent and the Grenadines,0.5,0.0,1.9,0.9,1.2,4.1,0.33,0.33,0.0,-11,100,100,0,0
2018-10-12,United States Virgin Islands,Curaçao,0.2,0.7,0.6,3.3,3.8,1.2,0.33,0.33,0.6666666666666666,-54,100,100,0,0
2018-10-14,Saint Martin,Saint Kitts and Nevis,0.0,0.6,0.4,1.5,4.5,1.1,0.33,0.33,0.5,-84,100,100,0,0
2018-11-19,Curaçao,Guadeloupe,0.7,0.3,3.3,1.4,1.0,1.3,0.33,0.33,0.0,-3,100,100,0,1
2019-01-07,China,Kyrgyzstan,0.3,0.6,1.0,1.6,1.1,1.5,0.33,0.33,0.5,117,100,100,0,1
2019-03-22,Saint Vincent and the Grenadines,Bonaire,0.1,0.3,1.1,1.1,3.4,3.7,0.33,0.33,0.5,66,100,100,0,1
2019-03-23,Alderney,Jersey,0.1,0.7,0.7,1.9,3.2,1.0,0.33,0.33,0.1428571428571428,-45,100,100,0,0
2019-03-23,Guadeloupe,Martinique,0.3,0.6,1.4,1.8,1.7,1.2,0.33,0.33,0.6,-27,100,100,0,0
2019-03-23,Sint Maarten,Saint Martin,0.4,0.0,1.2,0.6,3.5,5.0,0.33,0.33,0.5,-6,100,100,0,1
2019-06-02,Artsakh,Sápmi,0.5,0.4,4.75,2.0,1.25,1.8,0.33,0.33,0.0,-18,100,100,0,1
2019-06-02,Padania,Székely Land,0.5,0.5,2.5,2.5,0.7,1.3,0.33,0.33,0.3333333333333333,19,100,100,0,1
2019-06-02,Western Armenia,South Ossetia,0.3,0.1111111111111111,1.4,2.555555555555556,1.5,2.888888888888889,0.33,0.33,0.5,2,100,100,0,0
2019-06-03,South Ossetia,Padania,0.2,0.6,2.5,2.8,2.7,0.6,0.33,0.33,0.0,-29,100,100,0,1
2019-06-03,Székely Land,Western Armenia,0.5,0.3,2.4,1.5,1.6,1.6,0.33,0.33,0.0,8,100,100,0,0
2019-06-03,Sápmi,Abkhazia,0.4,0.5,1.8,1.9,1.7,0.8,0.33,0.33,0.5,1,100,100,0,0
2019-06-06,Artsakh,Székely Land,0.4285714285714285,0.4,3.4285714285714284,2.1,1.7142857142857142,1.9,0.33,0.33,0.5,-15,100,100,0,1
2019-06-06,Padania,Sápmi,0.5,0.4,2.8,1.7,0.9,1.9,0.33,0.33,0.5,16,100,100,0,1
2019-06-08,Artsakh,Padania,0.5,0.6,3.25,3.1,1.625,0.8,0.33,0.33,0.5,-34,100,100,0,1
2019-06-08,Sápmi,Székely Land,0.3,0.3,1.3,1.9,2.1,2.0,0.33,0.33,0.5,3,100,100,0,1
2019-06-09,Western Armenia,South Ossetia,0.4,0.2,2.0,0.9,1.2,2.7,0.33,0.33,0.0,2,100,100,0,0
2019-06-16,Alderney,Hitra,0.1,0.3,0.7,1.5,2.7,2.7,0.33,0.33,1.0,30,100,100,0,0
2019-06-16,Jersey,Orkney,0.7,0.3,1.9,1.3,0.8,2.3,0.33,0.33,0.5,75,100,100,0,1
2019-06-16,Ynys Môn,Western Isles,0.5,0.3,2.1,1.0,1.7,3.2,0.33,0.33,0.0,23,100,100,0,1
2019-06-17,Guernsey,Shetland,0.4,0.4,1.3,2.3,0.9,1.8,0.33,0.33,0.6666666666666666,50,100,100,0,1
2019-06-17,Isle of Man,Hitra,0.9,0.4,4.5,1.8,1.0,2.5,0.33,0.33,0.5,28,100,100,0,1
2019-06-17,Jersey,Western Isles,0.7,0.3,2.3,1.1,0.8,3.2,0.33,0.33,1.0,68,100,100,0,1
2019-06-17,Ynys Môn,Orkney,0.5,0.3,1.8,1.3,1.8,2.2,0.33,0.33,0.0,30,100,100,0,1
2019-06-18,Isle of Man,Alderney,0.9,0.1,4.3,0.7,1.1,2.8,0.33,0.33,1.0,-1,100,100,0,1
2019-06-18,Western Isles,Orkney,0.3,0.3,1.1,1.4,3.8,2.2,0.33,0.33,1.0,7,100,100,0,0
2019-06-18,Ynys Môn,Jersey,0.5,0.7,1.9,2.8,1.8,0.7,0.33,0.33,0.5,-45,100,100,0,1
2019-06-20,Isle of Man,Guernsey,0.9,0.5,4.2,2.2,1.2,0.8,0.33,0.33,0.5,-45,100,100,0,0
2019-06-20,Jersey,Hitra,0.7,0.3,2.7,1.7,0.6,3.1,0.33,0.33,0.5,77,100,100,0,1
2019-06-20,Orkney,Alderney,0.4,0.1,1.5,0.7,2.1,2.9,0.33,0.33,1.0,-28,100,100,0,0
2019-06-20,Ynys Môn,Shetland,0.6,0.4,1.8,2.4,1.3,2.0,0.33,0.33,0.5,9,100,100,0,1
2019-06-21,Shetland,Isle of Man,0.3,0.8,2.1,4.2,2.1,1.4,0.33,0.33,0.2,-6,100,100,0,0
2019-06-21,Ynys Môn,Guernsey,0.7,0.6,1.9,2.4,1.3,0.9,0.33,0.33,0.3333333333333333,-42,100,100,0,1
2019-07-20,Réunion,Mayotte,0.9,0.6,2.9,1.5,0.4,1.1,0.33,0.33,0.6,11,100,100,0,1
2019-09-07,Guadeloupe,Sint Maarten,0.2,0.4,1.0,1.5,1.7,3.8,0.33,0.33,0.5,74,100,100,0,1
2019-09-08,Saint Martin,United States Virgin Islands,0.0,0.2,0.6,0.6,5.4,3.9,0.33,0.33,0.0,-11,100,100,0,0
2019-10-14,Sint Maarten,Guadeloupe,0.3,0.4,1.4,1.5,4.5,1.4,0.33,0.33,1.0,-74,100,100,0,0
2019-11-17,French Guiana,Saint Kitts and Nevis,0.3,0.3,1.3,1.8,1.4,1.0,0.33,0.33,0.25,-39,100,100,0,1
2019-11-19,United States Virgin Islands,Saint Martin,0.2,0.2,0.5,1.0,3.2,3.7,0.33,0.33,0.0,11,100,100,0,0
2021-03-25,Curaçao,Saint Vincent and the Grenadines,0.3,0.5,1.2,1.1,0.8,1.0,0.33,0.33,1.0,11,100,100,0,1
2021-03-29,DR Congo,Gambia,0.3,0.3,1.0,1.3,1.1,1.2,0.33,0.33,0.0,101,100,100,0,1
2022-03-25,Alderney,Jersey,0.2,0.7,0.9,2.7,2.9,0.7,0.33,0.33,0.1333333333333333,-47,100,100,0,0
2022-04-23,Alderney,Guernsey,0.2,0.5,0.9,2.2,3.3,1.1,0.33,0.33,0.0666666666666666,-44,100,100,0,0
2022-05-13,Guernsey,Jersey,0.6,0.8,2.3,3.0,1.0,0.5,0.33,0.33,0.4848484848484848,-2,100,100,0,0
2022-05-21,Jersey,Guernsey,0.8,0.6,2.9,2.1,0.6,0.8,0.33,0.33,0.4705882352941176,2,100,100,0,1
2022-06-11,United States Virgin Islands,Bonaire,0.1,0.4,0.5,1.9,2.6,2.5,0.33,0.33,0.0,26,100,100,0,0
2022-06-14,Bonaire,United States Virgin Islands,0.5,0.1,2.1,0.5,2.0,2.7,0.33,0.33,0.0,-26,100,100,0,1
2023-03-23,Saint Martin,Saint Kitts and Nevis,0.3,0.4,1.1,1.3,1.6,1.4,0.33,0.33,0.0,-89,100,100,0,0
2023-03-25,Sint Maarten,Bonaire,0.2,0.6,2.1,2.3,2.7,1.4,0.33,0.33,0.0,3,100,100,0,1
2023-03-28,United States Virgin Islands,Sint Maarten,0.1,0.3,0.5,2.7,2.5,2.6,0.33,0.33,0.0,23,100,100,0,0
2023-06-16,Martinique,Saint Lucia,0.0,0.5,0.7,1.0,2.5,1.2,0.33,0.33,0.5714285714285714,35,100,100,0,1
2023-06-17,French Guiana,Sint Maarten,0.5,0.3,1.5,2.5,1.2,2.4,0.33,0.33,0.5,55,100,100,0,1
2023-06-30,Székely Land,Chameria,0.2,0.4,1.7,1.8,2.3,0.8,0.33,0.33,0.5,19,100,100,0,1
2023-07-01,Chameria,Two Sicilies,0.3333333333333333,0.25,1.8333333333333333,0.5,1.1666666666666667,2.0,0.33,0.33,0.5,2,100,100,0,1
2023-07-02,Székely Land,Two Sicilies,0.2,0.2,1.5,0.6,2.5,2.2,0.33,0.33,0.5,20,100,100,0,1
2023-07-09,Guernsey,Western Isles,0.5,0.4,2.0,1.4,0.9,2.9,0.33,0.33,1.0,69,100,100,0,1
2023-07-09,Isle of Man,Falkland Islands,0.8,0.2,4.4,1.2,1.3,3.3,0.33,0.33,0.4,20,100,100,0,1
2023-07-09,Jersey,Gozo,0.8,0.1666666666666666,2.7,1.1666666666666667,0.4,3.333333333333333,0.33,0.33,0.5,93,100,100,0,1
2023-07-09,Menorca,Saint Helena,0.5,0.0,2.1,0.6666666666666666,1.0,5.666666666666667,0.33,0.33,0.5,18,100,100,0,1
2023-07-09,Ynys Môn,Shetland,0.7,0.2,1.8,1.6,1.2,2.6,0.33,0.33,0.6666666666666666,9,100,100,0,1
2023-07-09,Åland Islands,Isle of Wight,0.3,0.7,1.1,2.3,1.6,1.0,0.33,0.33,0.0,-2,100,100,0,0
2023-07-10,Falkland Islands,Ynys Môn,0.2,0.8,1.2,2.0,2.7,1.1,0.33,0.33,1.0,-23,100,100,0,0
2023-07-10,Gozo,Saint Helena,0.1428571428571428,0.0,1.0,0.5,3.0,5.5,0.33,0.33,0.5,3,100,100,0,1
2023-07-10,Greenland,Frøya,0.5,0.1,1.7,1.1,1.5,5.4,0.33,0.33,0.5,28,100,100,0,1
2023-07-10,Guernsey,Åland Islands,0.5,0.3,1.9,0.9,0.9,1.5,0.33,0.33,0.3333333333333333,59,100,100,0,1
2023-07-10,Jersey,Menorca,0.8,0.6,2.7,2.4,0.4,0.8,0.33,0.33,0.3333333333333333,78,100,100,0,1
2023-07-10,Shetland,Isle of Man,0.2,0.9,1.5,4.7,2.5,1.0,0.33,0.33,0.1666666666666666,-6,100,100,0,1
2023-07-10,Western Isles,Isle of Wight,0.3,0.8,1.1,2.5,2.8,0.7,0.33,0.33,0.5,-12,100,100,0,0
2023-07-11,Falkland Islands,Shetland,0.1,0.3,0.7,1.8,3.2,2.6,0.33,0.33,0.5,-14,100,100,0,0
2023-07-11,Frøya,Orkney,0.1,0.4,1.1,1.4,4.8,1.8,0.33,0.33,0.5,9,100,100,0,0
2023-07-11,Guernsey,Isle of Wight,0.6,0.8,2.3,2.2,0.9,0.7,0.33,0.33,0.6,57,100,100,0,0
2023-07-11,Isle of Man,Ynys Môn,0.8,0.8,4.4,2.2,1.3,1.2,0.33,0.33,0.5,-3,100,100,0,0
2023-07-11,Menorca,Gozo,0.5,0.25,2.1,1.25,1.2,2.625,0.33,0.33,0.5,15,100,100,0,0
2023-07-11,Saint Helena,Jersey,0.0,0.8,0.4,2.9,5.0,0.4,0.33,0.33,0.5,-96,100,100,0,0
2023-07-11,Åland Islands,Western Isles,0.3,0.2,0.9,0.9,1.4,2.8,0.33,0.33,0.0,10,100,100,0,0
2023-07-13,Frøya,Saint Helena,0.0,0.0,1.0,0.3333333333333333,5.0,5.0,0.33,0.33,0.5,26,100,100,0,1
2023-07-13,Guernsey,Gozo,0.6,0.3333333333333333,2.4,1.2222222222222223,1.1,2.333333333333333,0.33,0.33,0.5,91,100,100,0,1
2023-07-13,Isle of Wight,Jersey,0.8,0.9,2.0,3.4,0.8,0.4,0.33,0.33,0.8333333333333334,-59,100,100,0,0
2023-07-13,Orkney,Isle of Man,0.4,0.7,1.5,4.0,2.0,1.3,0.33,0.33,0.5,-29,100,100,0,0
2023-07-13,Shetland,Greenland,0.3,0.6,1.7,1.7,2.3,1.3,0.33,0.33,1.0,-13,100,100,0,1
2023-07-13,Western Isles,Menorca,0.3,0.4,1.1,1.8,2.5,1.2,0.33,0.33,1.0,7,100,100,0,1
2023-07-14,Ynys Môn,Jersey,0.8,0.9,1.9,3.2,1.2,0.6,0.33,0.33,0.6,-48,100,100,0,0
2023-08-06,Tibet,Tamil Eelam,0.1,0.5,2.0,2.0,8.0,2.3,0.33,0.33,0.5,-8,100,100,0,0
2023-09-07,Saint Kitts and Nevis,Guadeloupe,0.3,0.5,1.1,1.8,2.2,1.0,0.33,0.33,0.5,17,100,100,0,0
2023-09-07,Sint Maarten,Saint Lucia,0.3,0.5,2.5,1.1,2.3,1.2,0.33,0.33,0.5,-70,100,100,0,0
2023-09-10,Guadeloupe,Sint Maarten,0.6,0.3,2.0,2.4,1.0,2.3,0.33,0.33,0.5,83,100,100,0,1
2023-09-10,Martinique,Curaçao,0.3,0.2,1.3,1.2,2.2,1.2,0.33,0.33,0.0,30,100,100,0,1
2023-09-10,Saint Lucia,Saint Kitts and Nevis,0.6,0.3,1.5,1.2,1.2,2.2,0.33,0.33,0.4285714285714285,-30,100,100,0,1
2023-09-11,Saint Martin,Bonaire,0.4,0.5,1.5,2.2,1.1,1.9,0.33,0.33,0.5,10,100,100,0,1
2023-10-12,Saint Lucia,Guadeloupe,0.7,0.6,1.7,2.3,0.9,1.0,0.33,0.33,0.0,-13,100,100,0,1
2023-10-12,Sint Maarten,Saint Kitts and Nevis,0.3,0.2,2.3,0.9,2.5,2.2,0.33,0.33,0.25,-100,100,100,0,0
2023-10-13,Saint Vincent and the Grenadines,French Guiana,0.2,0.4,1.2,1.3,2.5,1.2,0.33,0.33,0.0,12,100,100,0,0
2023-10-15,Guadeloupe,Saint Lucia,0.5,0.8,2.2,1.9,1.1,0.8,0.33,0.33,0.5,13,100,100,0,1
2023-10-15,Saint Kitts and Nevis,Sint Maarten,0.3,0.3,1.1,2.3,2.3,2.5,0.33,0.33,0.2,100,100,100,0,0
2023-10-16,French Guiana,Saint Vincent and the Grenadines,0.4,0.2,1.5,1.3,1.3,2.8,0.33,0.33,0.0,-12,100,100,0,1
2023-11-16,Sint Maarten,Guadeloupe,0.4,0.6,2.3,2.4,2.4,1.0,0.33,0.33,0.6666666666666666,-83,100,100,0,0
2023-11-19,Guadeloupe,Saint Kitts and Nevis,0.7,0.1,2.6,0.6,0.9,2.3,0.33,0.33,0.3333333333333333,-17,100,100,0,1
2023-11-19,Saint Lucia,Sint Maarten,0.7,0.4,1.8,2.1,0.9,2.4,0.33,0.33,0.0,70,100,100,0,0
2023-11-21,Bonaire,Saint Martin,0.5,0.5,1.9,2.1,1.4,1.0,0.33,0.33,1.0,-9,100,100,0,0
2023-11-30,Northern Mariana Islands,Tuvalu,0.2,0.1,0.8,0.9,4.6,6.0,0.33,0.33,0.5,-10,100,100,0,0
2024-03-21,Taiwan,Kyrgyzstan,0.2,0.1,1.0,0.7,2.3,1.8,0.33,0.33,0.5,-5,100,100,0,0
2024-03-26,Kyrgyzstan,Taiwan,0.2,0.2,0.9,1.0,1.8,2.0,0.33,0.33,0.0,5,100,100,0,1
2024-09-06,Saint Lucia,Curaçao,0.4,0.4,1.7,1.5,1.4,1.6,0.33,0.33,0.5,-7,100,100,0,1
2024-09-09,Curaçao,Saint Martin,0.3,0.5,1.4,2.4,1.7,1.1,0.33,0.33,0.5,76,100,100,0,1
2024-10-11,Guadeloupe,Martinique,0.7,0.4,2.3,1.4,1.0,1.7,0.33,0.33,0.5454545454545454,-24,100,100,0,0
2024-10-11,Saint Lucia,Saint Martin,0.5,0.4,1.7,2.2,1.2,1.4,0.33,0.33,0.5,69,100,100,0,1
2024-10-14,Saint Lucia,Saint Martin,0.5,0.4,1.4,2.3,1.2,1.6,0.33,0.33,1.0,69,100,100,0,0
2024-11-15,Curaçao,Saint Martin,0.5,0.5,1.8,2.7,1.0,1.3,0.33,0.33,1.0,76,100,100,0,1
2024-11-17,Saint Vincent and the Grenadines,Bonaire,0.4,0.3,1.7,1.0,1.9,1.3,0.33,0.33,0.5,76,100,100,0,1
2024-11-18,Saint Lucia,Curaçao,0.3,0.6,1.0,2.3,1.9,0.9,0.33,0.33,0.6666666666666666,-7,100,100,0,0
2025-06-06,Curaçao,Saint Lucia,0.7,0.3,2.7,1.1,0.9,2.1,0.33,0.33,0.5,7,100,100,0,1
2025-07-01,Tamil Eelam,Tibet,0.5,0.1,1.6,2.1,2.4,7.3,0.33,0.33,0.0,9,100,100,0,1
2025-07-04,Tamil Eelam,East Turkestan,0.7,0.3333333333333333,2.2,2.333333333333333,1.9,3.0,0.33,0.33,1.0,23,100,100,0,1
2025-07-13,Hitra,Isle of Man,0.3,0.7,1.7,3.7,3.2,1.3,0.33,0.33,0.6666666666666666,-34,100,100,0,0
2025-07-13,Orkney,Frøya,0.4,0.1,1.5,1.3,2.0,5.0,0.33,0.33,0.0,-9,100,100,0,1
2025-07-14,Isle of Man,Frøya,0.7,0.1,4.0,1.3,1.2,4.1,0.33,0.33,0.5,20,100,100,0,1
2025-07-14,Jersey,Gozo,0.9,0.3,3.0,1.0,0.8,1.9,0.33,0.33,1.0,93,100,100,0,1
2025-07-14,Orkney,Hitra,0.4,0.3,1.5,1.8,2.0,3.5,0.33,0.33,0.5,5,100,100,0,1
2025-07-14,Ynys Môn,Western Isles,0.8,0.4,2.1,1.3,1.3,1.8,0.33,0.33,0.5,24,100,100,0,1
2025-07-15,Frøya,Hitra,0.1,0.3,1.4,1.9,4.3,3.5,0.33,0.33,1.0,14,100,100,0,0
2025-07-15,Orkney,Isle of Man,0.5,0.7,1.8,4.4,1.9,1.3,0.33,0.33,0.0,-29,100,100,0,0
2025-07-17,Hitra,Frøya,0.3,0.1,2.0,1.4,3.4,4.3,0.33,0.33,0.5,-14,100,100,0,1
2025-07-17,Isle of Man,Ynys Môn,0.7,0.9,4.0,2.2,1.3,1.1,0.33,0.33,0.4,-1,100,100,0,0
2025-07-17,Orkney,Shetland,0.4,0.4,1.6,2.2,2.1,1.8,0.33,0.33,0.5,-22,100,100,0,1
2025-07-18,Isle of Man,Jersey,0.6,0.9,3.4,3.1,1.3,0.8,0.33,0.33,0.75,-49,100,100,0,1
2025-11-15,Saint Vincent and the Grenadines,Saint Lucia,0.5,0.4,1.9,1.1,1.4,2.5,0.33,0.33,0.5454545454545454,0,100,100,0,1
2026-03-26,Bonaire,Saint Vincent and the Grenadines,0.2,0.5,1.0,2.0,1.7,1.5,0.33,0.33,0.6666666666666666,-80,100,100,0,1
2026-03-27,China,Curaçao,0.3,0.4,0.7,2.0,2.0,0.7,0.33,0.33,0.5,115,100,100,0,1
2026-03-29,Bonaire,Saint Martin,0.2,0.5,1.0,1.7,1.8,1.6,0.33,0.33,0.5,-9,100,100,0,0
